Org A,Org B,Effect
Pantoea sp. 3.5.1,Paenibacillus polymyxa IIF5SW-B3,0
Pantoea sp. 3.5.1,Pantoea agglomerans,-0.521
Pantoea sp. 3.5.1,Pantoea agglomerans FJII-L5-SW-P2,-0.416
Pantoea sp. 3.5.1,Pantoea ananatis,-0.115
Pantoea sp. 3.5.1,Pantoea conspicua,-0.842
Pantoea sp. 3.5.1,Penicillium rubens,0
Pantoea sp. 3.5.1,Rhodotorula sp. JG-1b,-1
Pantoea sp. 3.5.1,Pantoea vagans,-0.53
Pantoea sp. A4,Aspergillus niger,0
Pantoea sp. A4,Enterobacter cloacae,-0.375
Pantoea sp. A4,Escherichia coli,-0.12
Pantoea sp. A4,Klebsiella aerogenes IIIF7SW-P1,-0.337
Pantoea sp. A4,Klebsiella pneumoniae,-0.222
Pantoea sp. A4,Pantoea agglomerans,-0.225
Pantoea sp. A4,Pantoea ananatis,-0.9
Pantoea sp. A4,Pantoea conspicua,-0.674
Pantoea sp. A4,Pantoea sp. At-9b,-0.348
Pantoea sp. A4,Pantoea sp. IMH,-0.674
Pantoea sp. A4,Pantoea sp. NGS-ED-1003,-0.463
Pantoea sp. A4,Pantoea sp. OXWO6B1,-0.2
Pantoea sp. A4,Pantoea sp. PSNIH2,-0.273
Pantoea sp. A4,Pantoea vagans,-0.193
Pantoea sp. A4,Salmonella enterica,-0.431
Pantoea sp. A4,Rhodotorula sp. JG-1b,-1
Pantoea sp. At-9b,Aspergillus niger,0
Pantoea sp. At-9b,Enterobacter cloacae,0
Pantoea sp. At-9b,Escherichia coli,-0.251
Pantoea sp. At-9b,Klebsiella pneumoniae,-0.566
Pantoea sp. At-9b,Pantoea agglomerans,-0.884
Pantoea sp. At-9b,Pantoea ananatis,-0.385
Pantoea sp. At-9b,Pantoea conspicua,-0.715
Pantoea sp. At-9b,Pantoea sp. A4,-0.484
Pantoea sp. At-9b,Pantoea sp. IMH,-0.675
Pantoea sp. At-9b,Pantoea sp. NGS-ED-1003,-0.312
Pantoea sp. At-9b,Pantoea sp. OXWO6B1,-0.465
Pantoea sp. At-9b,Pantoea sp. PSNIH2,-0.636
Pantoea sp. At-9b,Pantoea vagans,-0.759
Pantoea sp. At-9b,Salmonella enterica,-0.521
Pantoea sp. At-9b,Rhodotorula sp. JG-1b,-1
Pantoea sp. IMH,Aspergillus niger,0
Pantoea sp. IMH,Enterobacter cloacae,0
Pantoea sp. IMH,Escherichia coli,0
Pantoea sp. IMH,Klebsiella aerogenes IIIF7SW-P1,0
Pantoea sp. IMH,Klebsiella pneumoniae,0
Pantoea sp. IMH,Pantoea agglomerans,-0.273
Pantoea sp. IMH,Pantoea ananatis,-0.699
Pantoea sp. IMH,Pantoea conspicua,-0.181
Pantoea sp. IMH,Pantoea sp. A4,0
Pantoea sp. IMH,Pantoea sp. At-9b,-0.325
Pantoea sp. IMH,Pantoea sp. NGS-ED-1003,-0.344
Pantoea sp. IMH,Pantoea sp. OXWO6B1,-0.317
Pantoea sp. IMH,Pantoea sp. PSNIH2,-0.345
Pantoea sp. IMH,Pantoea vagans,-0.223
Pantoea sp. IMH,Salmonella enterica,-0.193
Pantoea sp. IMH,Rhodotorula sp. JG-1b,-1
Pantoea sp. NGS-ED-1003,Aspergillus niger,0
Pantoea sp. NGS-ED-1003,Enterobacter cloacae,-0.161
Pantoea sp. NGS-ED-1003,Escherichia coli,-0.21
Pantoea sp. NGS-ED-1003,Klebsiella aerogenes IIIF7SW-P1,0
Pantoea sp. NGS-ED-1003,Klebsiella pneumoniae,-0.33
Pantoea sp. NGS-ED-1003,Pantoea agglomerans,-0.577
Pantoea sp. NGS-ED-1003,Pantoea ananatis,-0.738
Pantoea sp. NGS-ED-1003,Pantoea conspicua,-0.679
Pantoea sp. NGS-ED-1003,Pantoea sp. A4,-0.313
Pantoea sp. NGS-ED-1003,Pantoea sp. At-9b,-0.688
Pantoea sp. NGS-ED-1003,Pantoea sp. IMH,-0.656
Pantoea sp. NGS-ED-1003,Pantoea sp. OXWO6B1,-0.731
Pantoea sp. NGS-ED-1003,Pantoea sp. PSNIH2,-0.784
Pantoea sp. NGS-ED-1003,Pantoea vagans,-0.459
Pantoea sp. NGS-ED-1003,Salmonella enterica,-0.428
Pantoea sp. NGS-ED-1003,Rhodotorula sp. JG-1b,-1
Pantoea sp. OXWO6B1,Aspergillus niger,0
Pantoea sp. OXWO6B1,Enterobacter cloacae,0
Pantoea sp. OXWO6B1,Escherichia coli,-0.19
Pantoea sp. OXWO6B1,Klebsiella aerogenes IIIF7SW-P1,0
Pantoea sp. OXWO6B1,Klebsiella pneumoniae,0
Pantoea sp. OXWO6B1,Pantoea agglomerans,-0.587
Pantoea sp. OXWO6B1,Pantoea ananatis,-0.743
Pantoea sp. OXWO6B1,Pantoea conspicua,-0.727
Pantoea sp. OXWO6B1,Pantoea sp. A4,-0.703
Pantoea sp. OXWO6B1,Pantoea sp. At-9b,-0.535
Pantoea sp. OXWO6B1,Pantoea sp. IMH,-0.683
Pantoea sp. OXWO6B1,Pantoea sp. NGS-ED-1003,-0.269
Pantoea sp. OXWO6B1,Pantoea sp. PSNIH2,-0.551
Pantoea sp. OXWO6B1,Pantoea vagans,-0.519
Pantoea sp. OXWO6B1,Salmonella enterica,-0.408
Pantoea sp. OXWO6B1,Rhodotorula sp. JG-1b,-1
Pantoea sp. PSNIH2,Aspergillus niger,0
Pantoea sp. PSNIH2,Enterobacter cloacae,0
Pantoea sp. PSNIH2,Escherichia coli,-0.13
Pantoea sp. PSNIH2,Klebsiella aerogenes IIIF7SW-P1,0
Pantoea sp. PSNIH2,Klebsiella pneumoniae,-0.256
Pantoea sp. PSNIH2,Pantoea agglomerans,-0.109
Pantoea sp. PSNIH2,Pantoea ananatis,-0.738
Pantoea sp. PSNIH2,Pantoea conspicua,-0.69
Pantoea sp. PSNIH2,Pantoea sp. A4,-0.595
Pantoea sp. PSNIH2,Pantoea sp. At-9b,-0.364
Pantoea sp. PSNIH2,Pantoea sp. IMH,-0.655
Pantoea sp. PSNIH2,Pantoea sp. NGS-ED-1003,-0.216
Pantoea sp. PSNIH2,Pantoea sp. OXWO6B1,-0.449
Pantoea sp. PSNIH2,Pantoea vagans,-0.102
Pantoea sp. PSNIH2,Salmonella enterica,-0.252
Pantoea sp. PSNIH2,Rhodotorula sp. JG-1b,-1
Pantoea vagans,Aspergillus niger,0
Pantoea vagans,Enterobacter cloacae,0
Pantoea vagans,Escherichia coli,-0.25
Pantoea vagans,Klebsiella aerogenes IIIF7SW-P1,0
Pantoea vagans,Klebsiella pneumoniae,-0.306
Pantoea vagans,Paenibacillus polymyxa IIF5SW-B3,0
Pantoea vagans,Pantoea agglomerans,-0.537
Pantoea vagans,Pantoea agglomerans FJII-L5-SW-P2,-0.49
Pantoea vagans,Pantoea ananatis,-0.743
Pantoea vagans,Pantoea conspicua,-0.704
Pantoea vagans,Pantoea sp. 3.5.1,-0.47
Pantoea vagans,Pantoea sp. A4,-0.714
Pantoea vagans,Pantoea sp. At-9b,-0.241
Pantoea vagans,Pantoea sp. IMH,-0.777
Pantoea vagans,Pantoea sp. NGS-ED-1003,-0.541
Pantoea vagans,Pantoea sp. OXWO6B1,-0.481
Pantoea vagans,Pantoea sp. PSNIH2,-0.898
Pantoea vagans,Salmonella enterica,-0.477
Pantoea vagans,Rhodotorula sp. JG-1b,-1
Penicillium chrysogenum,Aspergillus niger,-1
Penicillium chrysogenum,Enterococcus avium,-1
Penicillium chrysogenum,Enterococcus faecalis,-1
Penicillium chrysogenum,Klebsiella pneumoniae,-1
Penicillium chrysogenum,Klebsiella pneumoniae F3-2P(2),-1
Penicillium chrysogenum,Klebsiella quasipneumoniae IF1SW-B2,-1
Penicillium chrysogenum,Klebsiella quasipneumoniae IF1SW-P3,-1
Penicillium chrysogenum,Klebsiella quasipneumoniae IF1SW-P4,-1
Penicillium chrysogenum,Paenibacillus polymyxa,-1
Penicillium chrysogenum,Penicillium rubens,-0.989
Penicillium chrysogenum,Rhodotorula sp. JG-1b,-1
Penicillium chrysogenum,Rhodotorula toruloides,-1
Penicillium chrysogenum,Penicillium flavigenum,-1
Penicillium chrysogenum,Penicillium nalgiovense,0
Penicillium chrysogenum,Staphylococcus aureus,-1
Penicillium chrysogenum,Staphylococcus epidermidis,-1
Penicillium chrysogenum,Staphylococcus haemolyticus,-1
Penicillium chrysogenum,Staphylococcus saprophyticus,-1
Penicillium chrysogenum,Staphylococcus sp. LCT-H4,-1
Penicillium chrysogenum,Staphylococcus warneri,-1
Penicillium flavigenum,Enterococcus avium,-1
Penicillium flavigenum,Enterococcus faecalis,-1
Penicillium flavigenum,Klebsiella pneumoniae F3-2P(2),-1
Penicillium flavigenum,Paenibacillus polymyxa,-1
Penicillium flavigenum,Penicillium chrysogenum,-1
Penicillium flavigenum,Penicillium nalgiovense,-1
Penicillium flavigenum,Penicillium rubens,-1
Penicillium flavigenum,Rhodotorula sp. JG-1b,-1
Penicillium flavigenum,Staphylococcus aureus,0
Penicillium flavigenum,Staphylococcus epidermidis,0
Penicillium flavigenum,Staphylococcus haemolyticus,-1
Penicillium flavigenum,Staphylococcus saprophyticus,0
Penicillium flavigenum,Staphylococcus sp. LCT-H4,0
Penicillium flavigenum,Staphylococcus warneri,0
Penicillium nalgiovense,Enterococcus avium,-1
Penicillium nalgiovense,Enterococcus faecalis,-1
Penicillium nalgiovense,Klebsiella pneumoniae F3-2P(2),-1
Penicillium nalgiovense,Paenibacillus polymyxa,-1
Penicillium nalgiovense,Penicillium chrysogenum,-1
Penicillium nalgiovense,Penicillium flavigenum,-1
Penicillium nalgiovense,Penicillium rubens,-1
Penicillium nalgiovense,Rhodotorula sp. JG-1b,-1
Penicillium nalgiovense,Staphylococcus aureus,-1
Penicillium nalgiovense,Staphylococcus epidermidis,-1
Penicillium nalgiovense,Staphylococcus haemolyticus,-1
Penicillium nalgiovense,Staphylococcus saprophyticus,-1
Penicillium nalgiovense,Staphylococcus sp. LCT-H4,-1
Penicillium nalgiovense,Staphylococcus warneri,-1
Penicillium rubens,Aspergillus niger,-1
Penicillium rubens,Enterobacter asburiae,-1
Penicillium rubens,Enterobacter cancerogenus,-1
Penicillium rubens,Enterobacter cloacae,-1
Penicillium rubens,Enterobacter hormaechei,-1
Penicillium rubens,Enterobacter roggenkampii,-1
Penicillium rubens,Enterobacter sp. NFIX59,-1
Penicillium rubens,Enterococcus avium,-1
Penicillium rubens,Enterococcus faecalis,-1
Penicillium rubens,Escherichia coli,-1
Penicillium rubens,Klebsiella oxytoca,-1
Penicillium rubens,Klebsiella pneumoniae,-1
Penicillium rubens,Klebsiella pneumoniae F3-2P(2),-1
Penicillium rubens,Klebsiella quasipneumoniae IF1SW-B2,-1
Penicillium rubens,Klebsiella quasipneumoniae IF1SW-P3,-1
Penicillium rubens,Klebsiella quasipneumoniae IF1SW-P4,-1
Penicillium rubens,Klebsiella quasipneumoniae IF2SW-B3,-1
Penicillium rubens,Klebsiella quasipneumoniae IF2SW-P1,-1
Penicillium rubens,Klebsiella quasipneumoniae IIIF3SW-P1,-1
Penicillium rubens,Klebsiella sp. MS 92-3,-1
Penicillium rubens,Klebsiella variicola,-1
Penicillium rubens,Paenibacillus polymyxa,-1
Penicillium rubens,Pantoea agglomerans,-1
Penicillium rubens,Pantoea ananatis,-1
Penicillium rubens,Pantoea conspicua,-1
Penicillium rubens,Pantoea sp. 3.5.1,-1
Penicillium rubens,Penicillium chrysogenum,0
Penicillium rubens,Penicillium flavigenum,-1
Penicillium rubens,Penicillium nalgiovense,0
Penicillium rubens,Rhodotorula sp. JG-1b,-1
Penicillium rubens,Rhodotorula toruloides,-1
Penicillium rubens,Salmonella enterica,-1
Penicillium rubens,Shigella sonnei,-1
Penicillium rubens,Staphylococcus aureus,-1
Penicillium rubens,Staphylococcus epidermidis,-1
Penicillium rubens,Staphylococcus haemolyticus,-1
Penicillium rubens,Staphylococcus saprophyticus,-1
Penicillium rubens,Staphylococcus sp. LCT-H4,-1
Penicillium rubens,Staphylococcus warneri,-1
Rahnella aquatilis,Enterobacter hormaechei,-0.172
Rahnella aquatilis,Escherichia coli,0
Rahnella aquatilis,Klebsiella pneumoniae,-0.332
Rahnella aquatilis,Pantoea ananatis,-0.283
Rahnella aquatilis,Pantoea dispersa,0
Rhodotorula sp. JG-1b,Aspergillus niger,0
Rhodotorula sp. JG-1b,Enterobacter asburiae,0
Rhodotorula sp. JG-1b,Enterobacter cancerogenus,0
Rhodotorula sp. JG-1b,Enterobacter cloacae,0
Rhodotorula sp. JG-1b,Enterobacter hormaechei,0
Rhodotorula sp. JG-1b,Enterobacter roggenkampii,0
Rhodotorula sp. JG-1b,Enterobacter sp. NFIX59,0
Rhodotorula sp. JG-1b,Enterococcus avium,0
Rhodotorula sp. JG-1b,Enterococcus faecalis,0
Rhodotorula sp. JG-1b,Escherichia coli,0
Rhodotorula sp. JG-1b,Klebsiella oxytoca,0
Rhodotorula sp. JG-1b,Klebsiella pneumoniae,0
Rhodotorula sp. JG-1b,Klebsiella pneumoniae F3-2P(2),0
Rhodotorula sp. JG-1b,Klebsiella quasipneumoniae IF1SW-B2,0
Rhodotorula sp. JG-1b,Klebsiella quasipneumoniae IF1SW-P3,0
Rhodotorula sp. JG-1b,Klebsiella quasipneumoniae IF1SW-P4,0
Rhodotorula sp. JG-1b,Klebsiella quasipneumoniae IF2SW-B3,0
Rhodotorula sp. JG-1b,Klebsiella quasipneumoniae IF2SW-P1,0
Rhodotorula sp. JG-1b,Paenibacillus polymyxa,0
Rhodotorula sp. JG-1b,Pantoea agglomerans,0
Rhodotorula sp. JG-1b,Pantoea ananatis,0
Rhodotorula sp. JG-1b,Pantoea conspicua,0
Rhodotorula sp. JG-1b,Pantoea sp. 3.5.1,0
Rhodotorula sp. JG-1b,Pantoea sp. A4,0
Rhodotorula sp. JG-1b,Pantoea sp. At-9b,0
Rhodotorula sp. JG-1b,Pantoea sp. IMH,0
Rhodotorula sp. JG-1b,Pantoea sp. NGS-ED-1003,0
Rhodotorula sp. JG-1b,Pantoea sp. OXWO6B1,0
Rhodotorula sp. JG-1b,Pantoea sp. PSNIH2,0
Rhodotorula sp. JG-1b,Pantoea vagans,0
Rhodotorula sp. JG-1b,Penicillium chrysogenum,0
Rhodotorula sp. JG-1b,Penicillium flavigenum,0
Rhodotorula sp. JG-1b,Penicillium nalgiovense,0
Rhodotorula sp. JG-1b,Penicillium rubens,0
Rhodotorula sp. JG-1b,Rhodotorula toruloides,-0.493
Rhodotorula sp. JG-1b,Salmonella enterica,0
Rhodotorula sp. JG-1b,Shigella sonnei,0
Rhodotorula sp. JG-1b,Staphylococcus aureus,0
Rhodotorula sp. JG-1b,Staphylococcus epidermidis,0
Rhodotorula sp. JG-1b,Staphylococcus haemolyticus,0
Rhodotorula sp. JG-1b,Staphylococcus saprophyticus,0
Rhodotorula sp. JG-1b,Staphylococcus sp. LCT-H4,0
Rhodotorula sp. JG-1b,Staphylococcus warneri,0
Rhodotorula toruloides,Aspergillus niger,0
Rhodotorula toruloides,Klebsiella pneumoniae,0.548
Rhodotorula toruloides,Klebsiella quasipneumoniae IF1SW-B2,0.535
Rhodotorula toruloides,Klebsiella quasipneumoniae IF1SW-P3,0.535
Rhodotorula toruloides,Klebsiella quasipneumoniae IF1SW-P4,0.535
Rhodotorula toruloides,Penicillium chrysogenum,0
Rhodotorula toruloides,Penicillium rubens,0
Rhodotorula toruloides,Rhodotorula sp. JG-1b,-0.209
Salmonella enterica,Aspergillus niger,0
Salmonella enterica,Enterobacter asburiae,-0.216
Salmonella enterica,Enterobacter cancerogenus,-0.279
Salmonella enterica,Enterobacter cloacae,-0.195
Salmonella enterica,Enterobacter hormaechei,-0.278
Salmonella enterica,Enterobacter roggenkampii,-0.441
Salmonella enterica,Enterobacter sp. NFIX59,-0.273
Salmonella enterica,Escherichia coli,-0.232
Salmonella enterica,Klebsiella aerogenes IIIF7SW-P1,0
Salmonella enterica,Klebsiella oxytoca,-0.267
Salmonella enterica,Klebsiella pneumoniae,-0.496
Salmonella enterica,Klebsiella quasipneumoniae IF2SW-B3,-0.399
Salmonella enterica,Klebsiella quasipneumoniae IF2SW-P1,-0.399
Salmonella enterica,Klebsiella quasipneumoniae IIIF3SW-P1,-0.222
Salmonella enterica,Klebsiella sp. MS 92-3,-0.397
Salmonella enterica,Klebsiella variicola,-0.202
Salmonella enterica,Pantoea agglomerans,-0.573
Salmonella enterica,Pantoea ananatis,-0.337
Salmonella enterica,Pantoea conspicua,-0.769
Salmonella enterica,Pantoea sp. A4,-0.361
Salmonella enterica,Pantoea sp. At-9b,-0.479
Salmonella enterica,Pantoea sp. IMH,-0.807
Salmonella enterica,Pantoea sp. NGS-ED-1003,-0.572
Salmonella enterica,Pantoea sp. OXWO6B1,-0.592
Salmonella enterica,Pantoea sp. PSNIH2,-0.748
Salmonella enterica,Pantoea vagans,-0.523
Salmonella enterica,Penicillium rubens,0
Salmonella enterica,Rhodotorula sp. JG-1b,-1
Salmonella enterica,Shigella sonnei,-0.207
Salmonella enterica,Staphylococcus saprophyticus,0
Shigella sonnei,Enterobacter asburiae,-1
Shigella sonnei,Enterobacter cancerogenus,-0.783
Shigella sonnei,Enterobacter cloacae,-0.494
Shigella sonnei,Enterobacter hormaechei,-0.48
Shigella sonnei,Enterobacter roggenkampii,-0.883
Shigella sonnei,Enterobacter sp. NFIX59,-0.742
Shigella sonnei,Escherichia coli,-0.823
Shigella sonnei,Klebsiella oxytoca,-0.962
Shigella sonnei,Klebsiella pneumoniae,-0.756
Shigella sonnei,Klebsiella quasipneumoniae IF2SW-B3,-0.836
Shigella sonnei,Klebsiella quasipneumoniae IF2SW-P1,-0.804
Shigella sonnei,Pantoea ananatis,-0.809
Shigella sonnei,Penicillium rubens,0
Shigella sonnei,Rhodotorula sp. JG-1b,-1
Shigella sonnei,Salmonella enterica,-0.793
Staphylococcus aureus,Enterococcus avium,0
Staphylococcus aureus,Enterococcus faecalis,0
Staphylococcus aureus,Klebsiella pneumoniae F3-2P(2),-0.674
Staphylococcus aureus,Paenibacillus polymyxa,-0.745
Staphylococcus aureus,Penicillium chrysogenum,0
Staphylococcus aureus,Penicillium flavigenum,0
Staphylococcus aureus,Penicillium nalgiovense,0
Staphylococcus aureus,Penicillium rubens,0
Staphylococcus aureus,Rhodotorula sp. JG-1b,-1
Staphylococcus aureus,Staphylococcus epidermidis,-0.397
Staphylococcus aureus,Staphylococcus haemolyticus,-0.333
Staphylococcus aureus,Staphylococcus saprophyticus,0
Staphylococcus aureus,Staphylococcus sp. LCT-H4,-0.373
Staphylococcus aureus,Staphylococcus warneri,-0.769
Staphylococcus epidermidis,Enterococcus avium,0
Staphylococcus epidermidis,Enterococcus faecalis,0
Staphylococcus epidermidis,Klebsiella pneumoniae F3-2P(2),-0.674
Staphylococcus epidermidis,Paenibacillus polymyxa,-0.257
Staphylococcus epidermidis,Penicillium chrysogenum,0
Staphylococcus epidermidis,Penicillium flavigenum,0
Staphylococcus epidermidis,Penicillium nalgiovense,0
Staphylococcus epidermidis,Penicillium rubens,0
Staphylococcus epidermidis,Rhodotorula sp. JG-1b,-1
Staphylococcus epidermidis,Staphylococcus aureus,-0.603
Staphylococcus epidermidis,Staphylococcus haemolyticus,-0.281
Staphylococcus epidermidis,Staphylococcus saprophyticus,-0.163
Staphylococcus epidermidis,Staphylococcus sp. LCT-H4,-0.257
Staphylococcus epidermidis,Staphylococcus warneri,-0.712
Staphylococcus haemolyticus,Enterococcus avium,0
Staphylococcus haemolyticus,Enterococcus faecalis,0
Staphylococcus haemolyticus,Klebsiella pneumoniae F3-2P(2),0
Staphylococcus haemolyticus,Paenibacillus polymyxa,-0.484
Staphylococcus haemolyticus,Penicillium chrysogenum,0
Staphylococcus haemolyticus,Penicillium flavigenum,0
Staphylococcus haemolyticus,Penicillium nalgiovense,0
Staphylococcus haemolyticus,Penicillium rubens,0
Staphylococcus haemolyticus,Rhodotorula sp. JG-1b,-1
Staphylococcus haemolyticus,Staphylococcus aureus,-0.559
Staphylococcus haemolyticus,Staphylococcus epidermidis,-0.628
Staphylococcus haemolyticus,Staphylococcus saprophyticus,-0.345
Staphylococcus haemolyticus,Staphylococcus sp. LCT-H4,-0.345
Staphylococcus haemolyticus,Staphylococcus warneri,-0.345
Staphylococcus saprophyticus,Enterococcus avium,-0.79
Staphylococcus saprophyticus,Enterococcus faecalis,2.67
Staphylococcus saprophyticus,Escherichia coli,0.196
Staphylococcus saprophyticus,Klebsiella pneumoniae,0.196
Staphylococcus saprophyticus,Klebsiella pneumoniae F3-2P(2),0.196
Staphylococcus saprophyticus,Klebsiella quasipneumoniae IIIF3SW-P1,0.196
Staphylococcus saprophyticus,Klebsiella sp. MS 92-3,0.196
Staphylococcus saprophyticus,Klebsiella variicola,0.196
Staphylococcus saprophyticus,Paenibacillus polymyxa,-0.709
Staphylococcus saprophyticus,Penicillium chrysogenum,0
Staphylococcus saprophyticus,Penicillium flavigenum,0
Staphylococcus saprophyticus,Penicillium nalgiovense,0
Staphylococcus saprophyticus,Penicillium rubens,0
Staphylococcus saprophyticus,Rhodotorula sp. JG-1b,-1
Staphylococcus saprophyticus,Salmonella enterica,0.196
Staphylococcus saprophyticus,Staphylococcus aureus,-0.816
Staphylococcus saprophyticus,Staphylococcus epidermidis,-0.403
Staphylococcus saprophyticus,Staphylococcus haemolyticus,0.853
Staphylococcus saprophyticus,Staphylococcus sp. LCT-H4,1.301
Staphylococcus saprophyticus,Staphylococcus warneri,0
Staphylococcus sp. LCT-H4,Enterococcus avium,0
Staphylococcus sp. LCT-H4,Enterococcus faecalis,0
Staphylococcus sp. LCT-H4,Klebsiella pneumoniae F3-2P(2),-0.674
Staphylococcus sp. LCT-H4,Paenibacillus polymyxa,-0.921
Staphylococcus sp. LCT-H4,Penicillium chrysogenum,0
Staphylococcus sp. LCT-H4,Penicillium flavigenum,0
Staphylococcus sp. LCT-H4,Penicillium nalgiovense,0
Staphylococcus sp. LCT-H4,Penicillium rubens,0
Staphylococcus sp. LCT-H4,Rhodotorula sp. JG-1b,-1
Staphylococcus sp. LCT-H4,Staphylococcus aureus,-0.627
Staphylococcus sp. LCT-H4,Staphylococcus epidermidis,-0.743
Staphylococcus sp. LCT-H4,Staphylococcus haemolyticus,-0.495
Staphylococcus sp. LCT-H4,Staphylococcus saprophyticus,-0.627
Staphylococcus sp. LCT-H4,Staphylococcus warneri,-0.99
Staphylococcus warneri,Enterococcus avium,0
Staphylococcus warneri,Enterococcus faecalis,0
Staphylococcus warneri,Klebsiella pneumoniae F3-2P(2),-0.674
Staphylococcus warneri,Paenibacillus polymyxa,-0.476
Staphylococcus warneri,Penicillium chrysogenum,0
Staphylococcus warneri,Penicillium flavigenum,-0.492
Staphylococcus warneri,Penicillium nalgiovense,0
Staphylococcus warneri,Penicillium rubens,0
Staphylococcus warneri,Rhodotorula sp. JG-1b,-1
Staphylococcus warneri,Staphylococcus aureus,-0.231
Staphylococcus warneri,Staphylococcus epidermidis,-0.288
Staphylococcus warneri,Staphylococcus haemolyticus,-0.495
Staphylococcus warneri,Staphylococcus saprophyticus,-0.257
Staphylococcus warneri,Staphylococcus sp. LCT-H4,0
